Game_ID,Team,Opponent,Order_1,Order_2,Order_3,Order_4,Order_5,Order_6,Order_7,Order_8,Order_9
il2025061306,ＤｅＮＡ,ソフトバンク,桑原,度会,佐野,牧,宮崎,松尾,山本,東妻,柴田
il2025061306,ソフトバンク,ＤｅＮＡ,周東,川瀬,柳町,近藤,中村,秋広,栗原,海野,牧原大
il2025061401,広島,日本ハム,上本,中村奨,ファビアン,モンテロ,小園,末包,坂倉,石原,矢野
il2025061401,日本ハム,広島,水谷,万波,清宮幸,レイエス,野村,郡司,上川畑,奈良間,五十幡
il2025061402,阪神,楽天,近本,中野,森下,佐藤輝,大山,ヘルナンデス,豊田,坂本,小幡
il2025061402,楽天,阪神,村林,小深田,浅村,伊藤,ゴンザレス,宗山,辰己,中島,太田
il2025061403,中日,西武,岡林,田中,上林,ボスラー,カリステ,大島,石川昂,加藤匠,村松
il2025061403,西武,中日,西川,滝沢,牧野,ネビン,山村,源田,長谷川,平沼,高松
il2025061404,ヤクルト,ロッテ,並木,サンタナ,内山,オスナ,増田,山田,古賀,武岡,伊藤
il2025061404,ロッテ,ヤクルト,藤原,寺地,池田,山本,安田,ソト,藤岡,西川,友杉
il2025061405,巨人,オリックス,泉口,キャベッジ,吉川,丸,岸田,坂本,増田陸,三塚,オコエ
il2025061405,オリックス,巨人,宗,太田,森,杉本,頓宮,西川,杉沢,大城,来田
il2025061406,ＤｅＮＡ,ソフトバンク,桑原,度会,佐野,牧,宮崎,筒香,戸柱,三森,石上
il2025061406,ソフトバンク,ＤｅＮＡ,周東,今宮,柳町,近藤,栗原,山川,秋広,嶺井,牧原大
il2025061501,広島,日本ハム,大盛,田中,ファビアン,モンテロ,小園,坂倉,末包,矢野,石原
il2025061501,日本ハム,広島,水谷,五十幡,清宮幸,レイエス,野村,郡司,宮崎,奈良間,山県
il2025061502,阪神,楽天,近本,中野,森下,佐藤輝,大山,ヘルナンデス,豊田,坂本,小幡
il2025061502,楽天,阪神,村林,小深田,浅村,伊藤,ゴンザレス,宗山,辰己,中島,太田
il2025061503,中日,西武,岡林,田中,ブライト,カリステ,石橋,上林,石川昂,石伊,村松
il2025061503,西武,中日,西川,滝沢,長谷川,ネビン,セデーニョ,外崎,炭谷,高松,元山
il2025061504,ヤクルト,ロッテ,並木,サンタナ,内山,オスナ,西川,山田,古賀,武岡,伊藤
il2025061504,ロッテ,ヤクルト,藤原,寺地,池田,山本,安田,岡,藤岡,愛斗,友杉
il2025061505,巨人,オリックス,泉口,オコエ,吉川,丸,増田陸,大城卓,坂本,キャベッジ,甲斐
il2025061505,オリックス,巨人,宗,太田,森,杉本,頓宮,西川,紅林,福永,中川
il2025061506,ＤｅＮＡ,ソフトバンク,桑原,度会,佐野,牧,松尾,戸柱,梶原,三森,京田
il2025061506,ソフトバンク,ＤｅＮＡ,周東,野村,柳町,近藤,中村,秋広,栗原,渡辺,牧原大
il2025061701,日本ハム,巨人,水谷,清宮幸,レイエス,野村,石井,万波,伏見,山県,達
il2025061701,巨人,日本ハム,丸,坂本,泉口,吉川,キャベッジ,増田陸,甲斐,三塚,井上
il2025061702,楽天,ヤクルト,村林,小深田,浅村,ゴンザレス,宗山,中島,辰己,太田,ヤフーレ
il2025061702,ヤクルト,楽天,岩田,武岡,サンタナ,オスナ,内山,山田,古賀,伊藤,高梨
il2025061703,西武,ＤｅＮＡ,西川,滝沢,長谷川,ネビン,外崎,平沼,古賀悠,元山,今井
il2025061703,ＤｅＮＡ,西武,梶原,度会,佐野,牧,松尾,筒香,三森,京田,バウアー
il2025061704,オリックス,中日,宗,太田,森,杉本,頓宮,西川,中川,紅林,東
il2025061704,中日,オリックス,大島,田中,岡林,ボスラー,佐藤,上林,石伊,村松,マラー
il2025061705,ロッテ,阪神,藤原,寺地,池田,山本,安田,藤岡,友杉,高部,木村
il2025061705,阪神,ロッテ,近本,中野,森下,佐藤輝,大山,糸原,梅野,小幡,才木
il2025061706,ソフトバンク,広島,周東,野村,柳町,近藤,中村,栗原,牧原大,海野,有原
il2025061706,広島,ソフトバンク,大盛,田中,ファビアン,モンテロ,小園,坂倉,末包,矢野,玉村
il2025061801,日本ハム,巨人,水谷,清宮幸,レイエス,野村,万波,山崎,伏見,上川畑,山県
il2025061801,巨人,日本ハム,丸,坂本,泉口,吉川,増田陸,岸田,キャベッジ,オコエ,西舘
il2025061802,楽天,ヤクルト,村林,小深田,浅村,ゴンザレス,黒川,中島,辰己,太田,滝中
il2025061802,ヤクルト,楽天,岩田,武岡,サンタナ,オスナ,内山,古賀,赤羽,伊藤,ランバート
il2025061803,西武,ＤｅＮＡ,西川,滝沢,長谷川,ネビン,山村,源田,古賀悠,仲田,隅田
il2025061803,ＤｅＮＡ,西武,桑原,蝦名,佐野,牧,宮崎,度会,山本,森敬,ジャクソン
il2025061804,オリックス,中日,宗,太田,森,杉本,頓宮,西川,中川,紅林,九里
il2025061804,中日,オリックス,上林,大島,岡林,ボスラー,佐藤,村松,山本,石伊,涌井
il2025061805,ロッテ,阪神,藤原,寺地,池田,山本,安田,藤岡,西川,友杉,田中晴
il2025061805,阪神,ロッテ,近本,中野,森下,佐藤輝,大山,糸原,坂本,小幡,伊藤将
il2025061806,ソフトバンク,広島,周東,野村,柳町,中村,栗原,ダウンズ,秋広,渡辺,前田純
il2025061806,広島,ソフトバンク,大盛,ファビアン,小園,モンテロ,坂倉,末包,菊池,矢野,大瀬良
il2025061901,日本ハム,巨人,五十幡,矢沢,マルティネス,郡司,田宮,万波,石井,上川畑,北山
il2025061901,巨人,日本ハム,丸,中山,泉口,吉川,増田陸,甲斐,キャベッジ,オコエ,山崎
il2025061902,楽天,ヤクルト,村林,小深田,浅村,ゴンザレス,黒川,中島,武藤,石原,岸
il2025061902,ヤクルト,楽天,岩田,サンタナ,内山,オスナ,武岡,山田,伊藤,中村悠,アビラ
il2025061903,西武,ＤｅＮＡ,西川,滝沢,長谷川,ネビン,外崎,古賀悠,仲田,高松,渡辺
il2025061903,ＤｅＮＡ,西武,桑原,度会,佐野,牧,宮崎,筒香,山本,森敬,東
il2025061904,オリックス,中日,西川,宗,太田,杉本,頓宮,紅林,若月,来田,田嶋
il2025061904,中日,オリックス,上林,田中,岡林,ボスラー,佐藤,細川,村松,石伊,三浦
il2025061905,ロッテ,阪神,藤原,寺地,池田,山本,安田,岡,藤岡,友杉,種市
il2025061905,阪神,ロッテ,近本,中野,森下,佐藤輝,大山,小幡,坂本,糸原,デュプランティエ
il2025061906,ソフトバンク,広島,周東,野村,柳町,中村,栗原,嶺井,秋広,牧原大,大関
il2025061906,広島,ソフトバンク,大盛,ファビアン,小園,モンテロ,坂倉,末包,菊池,矢野,ドミンゲス
il2025062001,西武,巨人,西川,滝沢,長谷川,ネビン,外崎,源田,仲田,炭谷,高橋
il2025062001,巨人,西武,丸,坂本,泉口,吉川,増田陸,中山,オコエ,小林,赤星
il2025062002,オリックス,ヤクルト,西川,宗,太田,杉本,頓宮,紅林,若月,来田,エスピノーザ
il2025062002,ヤクルト,オリックス,岩田,武岡,内山,サンタナ,オスナ,古賀,山田,伊藤,小川
il2025062003,ロッテ,ＤｅＮＡ,藤原,寺地,池田,山本,安田,藤岡,西川,友杉,石川柊
il2025062003,ＤｅＮＡ,ロッテ,桑原,佐野,筒香,牧,宮崎,山本,梶原,石上,ケイ
il2025062004,日本ハム,中日,五十幡,清宮幸,レイエス,水谷,上川畑,万波,伏見,山県,伊藤
il2025062004,中日,日本ハム,上林,村松,岡林,ボスラー,佐藤,細川,板山,石伊,大野
il2025062005,ソフトバンク,阪神,周東,佐藤直,柳町,中村,栗原,野村,牧原大,海野,モイネロ
il2025062005,阪神,ソフトバンク,近本,中野,森下,佐藤輝,大山,ヘルナンデス,坂本,小幡,村上
il2025062006,楽天,広島,村林,小深田,中島,ゴンザレス,黒川,宗山,辰己,太田,早川
il2025062006,広島,楽天,大盛,ファビアン,小園,モンテロ,坂倉,末包,菊池,矢野,森下
il2025062101,西武,巨人,西川,滝沢,長谷川,ネビン,山村,源田,牧野,仲田,与座
il2025062101,巨人,西武,丸,門脇,泉口,吉川,中山,岡田,岸田,荒巻,グリフィン
il2025062102,オリックス,ヤクルト,西川,宗,太田,杉本,森,頓宮,来田,紅林,宮城
il2025062102,ヤクルト,オリックス,並木,山野辺,サンタナ,オスナ,内山,山田,伊藤,中村悠,吉村
il2025062103,ロッテ,ＤｅＮＡ,藤原,寺地,池田,山本,西川,安田,友杉,小川,広池
il2025062103,ＤｅＮＡ,ロッテ,三森,度会,佐野,牧,筒香,戸柱,梶原,京田,大貫
il2025062104,日本ハム,中日,五十幡,矢沢,清宮幸,野村,郡司,万波,上川畑,中島,加藤貴
il2025062104,中日,日本ハム,岡林,田中,佐藤,細川,ブライト,カリステ,山本,石伊,高橋宏
il2025062105,ソフトバンク,阪神,野村,佐藤直,柳町,中村,栗原,嶺井,牧原大,秋広,上沢
il2025062105,阪神,ソフトバンク,近本,中野,森下,佐藤輝,大山,小幡,坂本,高寺,大竹
il2025062106,楽天,広島,村林,小深田,浅村,黒川,伊藤,中島,辰己,太田,内
il2025062106,広島,楽天,大盛,ファビアン,小園,モンテロ,坂倉,末包,矢野,菊池,床田
il2025062201,西武,巨人,西川,滝沢,長谷川,ネビン,山村,源田,炭谷,仲田,武内
il2025062201,巨人,西武,丸,坂本,泉口,吉川,増田陸,大城卓,キャベッジ,オコエ,戸郷
il2025062202,オリックス,ヤクルト,西川,宗,太田,杉本,頓宮,中川,紅林,若月,曽谷
il2025062202,ヤクルト,オリックス,並木,山野辺,内山,オスナ,増田,山田,伊藤,中村悠,中村優
il2025062203,ロッテ,ＤｅＮＡ,藤原,寺地,安田,山本,西川,ソト,友杉,小川,ボス
il2025062203,ＤｅＮＡ,ロッテ,度会,松尾,佐野,牧,筒香,宮崎,梶原,京田,バウアー
il2025062204,日本ハム,中日,五十幡,清宮幸,レイエス,野村,万波,上川畑,郡司,山県,金村
il2025062204,中日,日本ハム,上林,村松,岡林,細川,ボスラー,佐藤,山本,石伊,松葉
il2025062205,ソフトバンク,阪神,周東,野村,柳町,中村,栗原,石塚,ダウンズ,海野,松本晴
il2025062205,阪神,ソフトバンク,近本,中野,森下,佐藤輝,大山,ヘルナンデス,小幡,坂本,伊原
il2025062206,楽天,広島,村林,中島,浅村,ゴンザレス,黒川,宗山,辰己,太田,藤井
il2025062206,広島,楽天,大盛,ファビアン,小園,モンテロ,坂倉,末包,矢野,菊池,森
il2025062407,巨人,ロッテ,丸,坂本,泉口,吉川,増田陸,オコエ,中山,甲斐,岡田
il2025062407,ロッテ,巨人,藤原,寺地,安田,山本,西川,池田,岡,友杉,小川
pl2025032804,日本ハム,西武,矢沢,清宮幸,レイエス,野村,田宮,万波,上川畑,水野,五十幡
pl2025032804,西武,日本ハム,長谷川,西川,ネビン,セデーニョ,渡部聖,外崎,源田,古賀悠,元山
pl2025032805,楽天,オリックス,小深田,宗山,小郷,辰己,浅村,村林,伊藤,太田,田中和
pl2025032805,オリックス,楽天,中川,宗,紅林,杉本,西川,太田,オリバレス,頓宮,若月
pl2025032806,ロッテ,ソフトバンク,西川,藤岡,藤原,ポランコ,佐藤,ソト,高部,上田,小川
pl2025032806,ソフトバンク,ロッテ,周東,近藤,柳田,山川,正木,今宮,ダウンズ,リチャード,谷川原
pl2025032904,日本ハム,西武,万波,清宮幸,レイエス,野村,郡司,マルティネス,上川畑,松本剛,水野
pl2025032904,西武,日本ハム,長谷川,西川,ネビン,中村剛,渡部聖,外崎,源田,古賀悠,仲田
pl2025032905,楽天,オリックス,小深田,宗山,小郷,辰己,阿部,浅村,渡辺佳,フランコ,太田
pl2025032905,オリックス,楽天,中川,宗,紅林,杉本,西川,太田,オリバレス,頓宮,若月
pl2025032906,ロッテ,ソフトバンク,岡,西川,藤岡,ソト,佐藤,ポランコ,中村奨,田村,友杉
pl2025032906,ソフトバンク,ロッテ,周東,近藤,柳田,山川,正木,今宮,ダウンズ,リチャード,海野
pl2025033004,日本ハム,西武,矢沢,清宮幸,レイエス,野村,万波,石井,吉田,田宮,上川畑
pl2025033004,西武,日本ハム,長谷川,西川,ネビン,セデーニョ,渡部聖,外崎,源田,古賀悠,滝沢
pl2025033005,楽天,オリックス,小郷,宗山,鈴木大,辰己,阿部,浅村,小深田,フランコ,太田
pl2025033005,オリックス,楽天,福田,太田,西川,杉本,紅林,頓宮,中川,西野,福永
pl2025033006,ロッテ,ソフトバンク,高部,西川,藤岡,ソト,佐藤,ポランコ,藤原,上田,小川
pl2025033006,ソフトバンク,ロッテ,周東,近藤,柳田,山川,正木,今宮,牧原大,リチャード,海野
pl2025040104,ソフトバンク,日本ハム,周東,中村,柳田,山川,正木,今宮,牧原大,リチャード,海野
pl2025040104,日本ハム,ソフトバンク,万波,清宮幸,レイエス,野村,マルティネス,今川,上川畑,伏見,水野
pl2025040204,ソフトバンク,日本ハム,周東,中村,柳田,山川,正木,今宮,ダウンズ,リチャード,谷川原
pl2025040204,日本ハム,ソフトバンク,吉田,清宮幸,レイエス,野村,郡司,石井,万波,今川,水野
pl2025040206,オリックス,ロッテ,中川,福田,西川,杉本,紅林,頓宮,太田,若月,西野
pl2025040206,ロッテ,オリックス,岡,西川,高部,ソト,ポランコ,中村奨,石垣,田村,友杉
pl2025040304,西武,楽天,長谷川,西川,ネビン,セデーニョ,渡部聖,牧野,外崎,元山,源田
pl2025040304,楽天,西武,宗山,小深田,小郷,辰己,阿部,浅村,伊藤,フランコ,石原
pl2025040305,オリックス,ロッテ,中川,宗,西川,杉本,紅林,太田,頓宮,若月,麦谷
pl2025040305,ロッテ,オリックス,高部,西川,藤岡,ソト,ポランコ,佐藤,藤原,上田,小川
pl2025040404,オリックス,日本ハム,福田,太田,西川,杉本,中川,宗,頓宮,若月,大城
pl2025040404,日本ハム,オリックス,万波,清宮幸,吉田,野村,レイエス,松本剛,奈良間,伏見,水野
pl2025040405,楽天,ロッテ,宗山,小深田,小郷,阿部,辰己,浅村,村林,フランコ,太田
pl2025040405,ロッテ,楽天,岡,西川,高部,ソト,ポランコ,中村奨,石垣,寺地,友杉
pl2025040406,西武,ソフトバンク,長谷川,西川,ネビン,セデーニョ,渡部聖,野村大,外崎,古賀悠,源田
pl2025040406,ソフトバンク,西武,周東,川瀬,柳田,山川,正木,中村,牧原大,リチャード,谷川原
pl2025040504,オリックス,日本ハム,福田,太田,西川,杉本,頓宮,西野,山中,若月,野口
pl2025040504,日本ハム,オリックス,田宮,今川,万波,清宮幸,吉田,マルティネス,郡司,上川畑,水野
pl2025040505,楽天,ロッテ,宗山,伊藤,小郷,阿部,辰己,浅村,村林,フランコ,太田
pl2025040505,ロッテ,楽天,岡,角中,高部,ソト,ポランコ,佐藤,藤岡,上田,小川
pl2025040506,西武,ソフトバンク,長谷川,西川,ネビン,セデーニョ,渡部聖,野村大,外崎,古賀悠,源田
pl2025040506,ソフトバンク,西武,周東,ダウンズ,柳田,山川,正木,今宮,柳町,海野,広瀬隆
pl2025040604,オリックス,日本ハム,宗,太田,西川,杉本,頓宮,オリバレス,中川,福永,野口
pl2025040604,日本ハム,オリックス,郡司,矢沢,清宮幸,野村,万波,石井,吉田,田宮,水野
pl2025040605,楽天,ロッテ,宗山,小深田,辰己,阿部,渡辺佳,浅村,鈴木大,太田,武藤
pl2025040605,ロッテ,楽天,岡,藤岡,高部,ソト,ポランコ,西川,中村奨,佐藤,小川
pl2025040606,西武,ソフトバンク,長谷川,西川,ネビン,セデーニョ,渡部聖,野村大,外崎,古賀悠,源田
pl2025040606,ソフトバンク,西武,周東,中村,柳田,山川,正木,今宮,広瀬隆,海野,牧原大
pl2025040804,日本ハム,楽天,松本剛,清宮幸,レイエス,野村,今川,万波,奈良間,伏見,水野
pl2025040804,楽天,日本ハム,宗山,小深田,辰己,阿部,小郷,浅村,武藤,フランコ,太田
pl2025040805,ロッテ,西武,藤岡,角中,藤原,ソト,ポランコ,高部,上田,佐藤,小川
pl2025040805,西武,ロッテ,長谷川,西川,ネビン,セデーニョ,渡部聖,源田,外崎,古賀悠,山野辺
pl2025040806,ソフトバンク,オリックス,周東,川瀬,中村,山川,正木,今宮,柳町,海野,牧原大
pl2025040806,オリックス,ソフトバンク,福田,太田,西川,オリバレス,頓宮,宗,中川,福永,大城
pl2025040904,日本ハム,楽天,吉田,レイエス,郡司,野村,清宮幸,万波,松本剛,上川畑,奈良間
pl2025040904,楽天,日本ハム,村林,小深田,伊藤,辰己,フランコ,浅村,小郷,太田,渡辺佳
pl2025040905,ロッテ,西武,岡,藤岡,ソト,ポランコ,高部,中村奨,西川,田村,友杉
pl2025040905,西武,ロッテ,長谷川,西川,ネビン,中村剛,渡部聖,源田,外崎,炭谷,元山
pl2025040906,ソフトバンク,オリックス,周東,佐藤直,中村,山川,正木,今宮,ダウンズ,海野,広瀬隆
pl2025040906,オリックス,ソフトバンク,福田,太田,西川,杉本,頓宮,西野,広岡,若月,中川
pl2025041003,日本ハム,楽天,郡司,レイエス,清宮幸,野村,田宮,万波,松本剛,奈良間,水野
pl2025041003,楽天,日本ハム,小深田,小郷,宗山,阿部,鈴木大,浅村,辰己,石原,武藤
pl2025041004,ソフトバンク,オリックス,周東,広瀬隆,中村,山川,正木,今宮,柳町,渡辺,牧原大
pl2025041004,オリックス,ソフトバンク,中川,太田,西川,杉本,頓宮,西野,紅林,若月,広岡
pl2025041104,西武,日本ハム,長谷川,西川,ネビン,中村剛,渡部聖,源田,外崎,古賀悠,元山
pl2025041104,日本ハム,西武,矢沢,清宮幸,レイエス,野村,田宮,万波,上川畑,水野,五十幡
pl2025041105,オリックス,楽天,宗,太田,西川,杉本,頓宮,山中,若月,大城,中川
pl2025041105,楽天,オリックス,伊藤,小深田,小郷,阿部,浅村,辰己,宗山,フランコ,太田
pl2025041106,ソフトバンク,ロッテ,周東,川瀬,柳田,山川,正木,柳町,広瀬隆,海野,牧原大
pl2025041106,ロッテ,ソフトバンク,藤原,藤岡,高部,ポランコ,佐藤,ソト,上田,西川,小川
pl2025041204,西武,日本ハム,長谷川,西川,渡部聖,ネビン,外崎,セデーニョ,野村大,古賀悠,源田
pl2025041204,日本ハム,西武,万波,レイエス,清宮幸,野村,郡司,奈良間,松本剛,伏見,水野
pl2025041205,オリックス,楽天,宗,太田,山中,中川,頓宮,ディアス,紅林,若月,麦谷
pl2025041205,楽天,オリックス,小郷,小深田,辰己,阿部,浅村,伊藤,中島,宗山,太田
pl2025041206,ソフトバンク,ロッテ,周東,佐藤直,ダウンズ,山川,正木,今宮,広瀬隆,海野,牧原大
pl2025041206,ロッテ,ソフトバンク,岡,藤岡,藤原,ソト,ポランコ,山本,上田,佐藤,小川
pl2025041304,西武,日本ハム,西川,源田,岸,セデーニョ,外崎,ネビン,平沼,野村大,古賀悠
pl2025041304,日本ハム,西武,矢沢,清宮幸,レイエス,野村,田宮,万波,松本剛,若林,水野
pl2025041305,オリックス,楽天,宗,太田,西川,杉本,頓宮,紅林,中川,若月,福田
pl2025041305,楽天,オリックス,伊藤,村林,辰己,阿部,浅村,渡辺佳,フランコ,太田,小深田
pl2025041504,日本ハム,ロッテ,矢沢,松本剛,清宮幸,野村,レイエス,万波,石井,奈良間,伏見
pl2025041504,ロッテ,日本ハム,藤原,藤岡,ポランコ,ソト,高部,山本,上田,佐藤,小川
pl2025041505,西武,オリックス,西川,源田,平沼,セデーニョ,外崎,ネビン,野村大,古賀悠,松原
pl2025041505,オリックス,西武,麦谷,太田,西川,ディアス,頓宮,紅林,西野,福永,中川
pl2025041506,楽天,ソフトバンク,小深田,村林,浅村,阿部,辰己,伊藤,小郷,宗山,太田
pl2025041506,ソフトバンク,楽天,周東,佐藤直,中村,山川,正木,今宮,広瀬隆,海野,牧原大
pl2025041603,日本ハム,ロッテ,矢沢,清宮幸,レイエス,野村,吉田,万波,郡司,石井,水野
pl2025041603,ロッテ,日本ハム,藤原,藤岡,ポランコ,ソト,高部,山本,中村奨,友杉,寺地
pl2025041604,西武,オリックス,西川,源田,ネビン,中村剛,外崎,長谷川,松原,炭谷,仲田
pl2025041604,オリックス,西武,麦谷,太田,西川,杉本,頓宮,山中,紅林,若月,宗
pl2025041605,楽天,ソフトバンク,宗山,小深田,浅村,阿部,辰己,鈴木大,フランコ,堀内,中島
pl2025041605,ソフトバンク,楽天,周東,山本,中村,山川,正木,今宮,広瀬隆,海野,川瀬
pl2025041703,西武,オリックス,西川,源田,ネビン,中村剛,外崎,牧野,松原,滝沢,長谷川
pl2025041703,オリックス,西武,山中,太田,西川,ディアス,紅林,中川,広岡,宗,若月
pl2025041704,楽天,ソフトバンク,宗山,小深田,浅村,阿部,鈴木大,伊藤,武藤,堀内,小森
pl2025041704,ソフトバンク,楽天,周東,今宮,栗原,山川,正木,中村,広瀬隆,山本,渡辺
pl2025041803,ロッテ,楽天,岡,藤岡,ポランコ,ソト,高部,山本,中村奨,茶谷,寺地
pl2025041803,楽天,ロッテ,宗山,小深田,浅村,鈴木大,渡辺佳,村林,中島,太田,武藤
pl2025041804,ソフトバンク,西武,川瀬,佐藤直,栗原,山川,正木,中村,広瀬隆,牧原大,海野
pl2025041804,西武,ソフトバンク,西川,源田,平沼,ネビン,外崎,松原,セデーニョ,古賀悠,滝沢
pl2025041805,日本ハム,オリックス,吉田,水谷,清宮幸,野村,レイエス,万波,田宮,山県,水野
pl2025041805,オリックス,日本ハム,西川,太田,西野,ディアス,頓宮,中川,紅林,若月,麦谷
pl2025041904,ロッテ,楽天,岡,藤岡,ポランコ,ソト,角中,高部,上田,佐藤,小川
pl2025041904,楽天,ロッテ,小森,小深田,浅村,フランコ,伊藤,宗山,村林,堀内,中島
pl2025041905,ソフトバンク,西武,緒方,今宮,栗原,山川,中村,広瀬隆,牧原大,海野,佐藤直
pl2025041905,西武,ソフトバンク,西川,児玉,ネビン,セデーニョ,外崎,平沼,古賀悠,長谷川,滝沢
pl2025041906,日本ハム,オリックス,水谷,清宮幸,浅間,野村,田宮,レイエス,松本剛,山県,上川畑
pl2025041906,オリックス,日本ハム,西川,太田,ディアス,杉本,頓宮,中川,紅林,宗,福永
pl2025042004,ロッテ,楽天,岡,藤岡,中村奨,ソト,ポランコ,山本,高部,田村,茶谷
pl2025042004,楽天,ロッテ,宗山,小深田,浅村,フランコ,渡辺佳,伊藤,村林,堀内,中島
pl2025042005,ソフトバンク,西武,周東,今宮,栗原,山川,中村,広瀬隆,嶺井,山本,佐藤直
pl2025042005,西武,ソフトバンク,西川,児玉,ネビン,中村剛,外崎,古賀悠,松原,長谷川,滝沢
pl2025042006,日本ハム,オリックス,水谷,清宮幸,松本剛,野村,吉田,万波,奈良間,伏見,水野
pl2025042006,オリックス,日本ハム,福田,太田,山中,ディアス,頓宮,中川,紅林,福永,広岡
pl2025042204,楽天,日本ハム,小深田,宗山,浅村,フランコ,渡辺佳,村林,伊藤,堀内,中島
pl2025042204,日本ハム,楽天,万波,レイエス,松本剛,野村,田宮,郡司,上川畑,伏見,水野
pl2025042205,西武,ロッテ,西川,平沼,ネビン,セデーニョ,外崎,野村大,古賀悠,長谷川,滝沢
pl2025042205,ロッテ,西武,藤原,藤岡,高部,ソト,角中,ポランコ,上田,佐藤,小川
pl2025042206,オリックス,ソフトバンク,広岡,西川,太田,杉本,頓宮,ディアス,紅林,宗,若月
pl2025042206,ソフトバンク,オリックス,周東,今宮,栗原,山川,中村,広瀬隆,佐藤直,海野,緒方
pl2025042304,楽天,日本ハム,小森,小深田,浅村,フランコ,渡辺佳,村林,阿部,堀内,中島
pl2025042304,日本ハム,楽天,万波,清宮幸,浅間,野村,吉田,レイエス,松本剛,奈良間,山県
pl2025042305,西武,ロッテ,西川,長谷川,ネビン,栗山,外崎,松原,元山,炭谷,滝沢
pl2025042305,ロッテ,西武,岡,藤岡,藤原,ソト,中村奨,ポランコ,寺地,山本,小川
pl2025042306,オリックス,ソフトバンク,広岡,西川,太田,杉本,頓宮,若月,山中,紅林,宗
pl2025042306,ソフトバンク,オリックス,周東,今宮,栗原,山川,中村,石塚,柳町,広瀬隆,海野
pl2025042504,ロッテ,日本ハム,藤原,藤岡,中村奨,ソト,角中,ポランコ,高部,寺地,小川
pl2025042504,日本ハム,ロッテ,浅間,清宮幸,レイエス,野村,郡司,田宮,万波,奈良間,水野
pl2025042505,ソフトバンク,楽天,牧原大,今宮,栗原,山川,中村,石塚,柳町,広瀬隆,海野
pl2025042505,楽天,ソフトバンク,小深田,村林,浅村,鈴木大,阿部,渡辺佳,宗山,太田,武藤
pl2025042506,オリックス,西武,麦谷,宗,太田,杉本,西川,頓宮,ディアス,紅林,若月
pl2025042506,西武,オリックス,西川,長谷川,渡部聖,ネビン,外崎,中村剛,古賀悠,児玉,滝沢
pl2025042604,ロッテ,日本ハム,岡,藤岡,中村奨,ポランコ,寺地,池田,山本,友杉,高部
pl2025042604,日本ハム,ロッテ,清宮幸,松本剛,吉田,野村,郡司,万波,レイエス,上川畑,水野
pl2025042605,ソフトバンク,楽天,牧原大,川瀬,栗原,山川,中村,石塚,柳町,広瀬隆,海野
pl2025042605,楽天,ソフトバンク,小森,小深田,浅村,フランコ,阿部,村林,宗山,堀内,中島
pl2025042606,オリックス,西武,広岡,紅林,太田,杉本,西川,ディアス,頓宮,若月,中川
pl2025042606,西武,オリックス,西川,長谷川,渡部聖,ネビン,外崎,中村剛,野村大,古賀悠,滝沢
pl2025042704,ロッテ,日本ハム,岡,藤岡,藤原,ソト,角中,ポランコ,中村奨,寺地,小川
pl2025042704,日本ハム,ロッテ,清宮幸,水谷,レイエス,野村,松本剛,奈良間,万波,伏見,水野
pl2025042705,ソフトバンク,楽天,牧原大,川瀬,栗原,山川,中村,柳町,石塚,渡辺,広瀬隆
pl2025042705,楽天,ソフトバンク,小森,村林,浅村,鈴木大,フランコ,阿部,宗山,堀内,武藤
pl2025042706,オリックス,西武,広岡,紅林,太田,杉本,西川,頓宮,中川,福永,山中
pl2025042706,西武,オリックス,西川,長谷川,渡部聖,ネビン,栗山,外崎,元山,古賀悠,滝沢
pl2025042904,楽天,西武,小深田,村林,浅村,鈴木大,渡辺佳,阿部,宗山,堀内,中島
pl2025042904,西武,楽天,西川,長谷川,渡部聖,ネビン,中村剛,外崎,古賀悠,滝沢,児玉
pl2025042905,ロッテ,オリックス,岡,藤岡,中村奨,ソト,西川,池田,山本,田村,茶谷
pl2025042905,オリックス,ロッテ,麦谷,山中,太田,頓宮,西川,中川,広岡,野口,若月
pl2025042906,日本ハム,ソフトバンク,レイエス,郡司,清宮幸,野村,万波,松本剛,山県,伏見,水野
pl2025042906,ソフトバンク,日本ハム,川瀬,緒方,栗原,山川,中村,今宮,柳町,海野,牧原大
pl2025043004,楽天,西武,小郷,小森,浅村,阿部,フランコ,村林,宗山,太田,中島
pl2025043004,西武,楽天,西川,長谷川,渡部聖,ネビン,栗山,外崎,炭谷,滝沢,児玉
pl2025043005,ロッテ,オリックス,岡,藤岡,藤原,ソト,西川,ポランコ,寺地,中村奨,茶谷
pl2025043005,オリックス,ロッテ,麦谷,広岡,太田,杉本,西川,頓宮,中川,野口,若月
pl2025043006,日本ハム,ソフトバンク,吉田,水谷,浅間,野村,清宮幸,万波,石井,田宮,水野
pl2025043006,ソフトバンク,日本ハム,笹川,今宮,栗原,山川,中村,嶺井,柳町,広瀬隆,佐藤直
pl2025050104,楽天,西武,宗山,小深田,浅村,鈴木大,渡辺佳,村林,小郷,堀内,中島
pl2025050104,西武,楽天,西川,長谷川,渡部聖,ネビン,平沼,外崎,牧野,滝沢,児玉
pl2025050105,日本ハム,ソフトバンク,松本剛,浅間,田宮,野村,清宮幸,万波,郡司,石井,水野
pl2025050105,ソフトバンク,日本ハム,野村,笹川,栗原,山川,中村,柳町,広瀬隆,嶺井,佐藤直
